ESPN_ID,Pitcher_name(FL),Name(FL),Team,H/A,Bats,NP,PA,AB,Hits,2B,3B,HR,Runs,RBI,BB,IBB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,ESPN_ID(p),Pitcher_name(FL),P_Team,Throws,Stadium
28444,Brad Peacock,Mike Napoli,tex,H,R,39,8,7,2,0,0,0,1,0,1,0,3,0,0,0,0.286,0.375,0.286,0.661,0.312,31591,Brad Peacock,hou,R,Rangers Ballpark in Arlington
29515,Brad Peacock,Elvis Andrus,tex,H,R,61,16,16,3,1,0,0,1,0,0,0,5,0,0,0,0.188,0.188,0.25,0.438,0.191,31591,Brad Peacock,hou,R,Rangers Ballpark in Arlington
32818,Brad Peacock,Joey Gallo,tex,H,L,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31591,Brad Peacock,hou,R,Rangers Ballpark in Arlington
6205,Brad Peacock,Shin-Soo Choo,tex,H,L,54,12,11,4,0,0,0,2,1,1,0,3,0,1,0,0.364,0.417,0.364,0.78,0.358,31591,Brad Peacock,hou,R,Rangers Ballpark in Arlington
34886,Martin Perez,Alex Bregman,hou,A,R,21,7,6,0,0,0,0,1,0,1,0,1,0,0,0,0,0.143,0,0.143,0.1,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
32653,Martin Perez,Carlos Correa,hou,A,R,82,19,15,4,0,0,0,2,3,4,0,2,0,0,0,0.267,0.421,0.267,0.688,0.337,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
31662,Martin Perez,Jose Altuve,hou,A,R,90,29,27,10,6,0,0,4,3,2,0,3,0,0,0,0.37,0.414,0.593,1.006,0.431,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
31195,Martin Perez,Jake Marisnick,hou,A,R,47,14,14,5,3,0,0,2,2,0,0,1,0,0,0,0.357,0.357,0.571,0.929,0.396,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
36006,Martin Perez,Yuli Gurriel,hou,A,R,9,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0.3,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
30195,Martin Perez,Josh Reddick,hou,A,L,101,22,20,3,1,0,0,3,2,2,0,5,0,1,0,0.15,0.227,0.2,0.427,0.202,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
32078,Martin Perez,George Springer,hou,A,R,55,17,16,2,0,0,0,2,0,1,0,3,0,0,0,0.125,0.176,0.125,0.301,0.147,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
30327,Martin Perez,Marwin Gonzalez,hou,A,S,57,15,15,4,0,0,0,2,2,0,0,3,0,0,0,0.267,0.267,0.267,0.533,0.24,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
6309,Martin Perez,Brian McCann,hou,A,L,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.3,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
3971,Martin Perez,Carlos Beltran,hou,A,S,16,6,6,2,0,0,0,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.3,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
32053,Martin Perez,Norichika Aoki,hou,A,L,24,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
32863,Martin Perez,Evan Gattis,hou,A,R,56,18,16,7,0,1,0,1,1,1,0,1,0,0,0,0.438,0.444,0.562,1.007,0.428,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
34968,Martin Perez, Tyler White,hou,A,R,20,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0.2,0.333,0.2,0.533,0.267,31098,Martin Perez,tex,L,Rangers Ballpark in Arlington
29246,Jose Berrios,Luis Valbuena,laa,H,L,8,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.35,32811,Jose Berrios,min,R,Angel Stadium
6455,Jose Berrios, Cameron Maybin,laa,H,R,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0.7,32811,Jose Berrios,min,R,Angel Stadium
30272,Ricky Nolasco,Eduardo Escobar,min,A,S,5,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,2,3,1.25,6491,Ricky Nolasco,laa,R,Angel Stadium
29361,Ricky Nolasco,Chris Gimenez,min,A,R,19,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6491,Ricky Nolasco,laa,R,Angel Stadium
31477,Ricky Nolasco, J.R. Murphy,min,A,R,7,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.45,6491,Ricky Nolasco,laa,R,Angel Stadium
31009,Ricky Nolasco,Brian Dozier,min,A,R,16,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0.333,0,0.333,0.233,6491,Ricky Nolasco,laa,R,Angel Stadium
30178,Ricky Nolasco,Jason Castro,min,A,L,14,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0.675,6491,Ricky Nolasco,laa,R,Angel Stadium
5378,Ricky Nolasco,Joe Mauer,min,A,L,14,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.333,0.6,6491,Ricky Nolasco,laa,R,Angel Stadium
30016,Tanner Roark,Yonder Alonso,oak,H,L,18,6,6,1,1,0,0,0,0,0,0,1,0,0,0,0.167,0.167,0.333,0.5,0.208,31593,Tanner Roark,wsh,R,Oakland Coliseum
31478,Tanner Roark,Khris Davis,oak,H,R,18,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.3,31593,Tanner Roark,wsh,R,Oakland Coliseum
29206,Tanner Roark,Adam Rosales,oak,H,R,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31593,Tanner Roark,wsh,R,Oakland Coliseum
29124,Tanner Roark,Matt Joyce,oak,H,L,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31593,Tanner Roark,wsh,R,Oakland Coliseum
29074,Tanner Roark,Jed Lowrie,oak,H,S,13,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31593,Tanner Roark,wsh,R,Oakland Coliseum
6298,Sonny Gray,Stephen Drew,wsh,A,L,27,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0.167,0,0.167,0.117,32082,Sonny Gray,oak,R,Oakland Coliseum
29287,Sonny Gray,Matt Wieters,wsh,A,S,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32082,Sonny Gray,oak,R,Oakland Coliseum
4262,Sonny Gray,Jayson Werth,wsh,A,R,11,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333,0,0.333,0.233,32082,Sonny Gray,oak,R,Oakland Coliseum
29710,Sonny Gray,Jose Lobaton,wsh,A,S,6,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.625,32082,Sonny Gray,oak,R,Oakland Coliseum
32068,Sonny Gray, Adam Eaton,wsh,A,L,36,10,8,2,0,0,0,2,0,2,0,1,0,0,0,0.25,0.4,0.25,0.65,0.32,32082,Sonny Gray,oak,R,Oakland Coliseum
32098,Sonny Gray,Anthony Rendon,wsh,A,R,11,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.3,32082,Sonny Gray,oak,R,Oakland Coliseum
28579,Sonny Gray,Adam Lind,wsh,A,L,35,10,9,2,1,0,0,0,1,1,0,2,0,0,0,0.222,0.3,0.333,0.633,0.285,32082,Sonny Gray,oak,R,Oakland Coliseum
32657,Erasmo Ramirez,Mike Zunino,sea,H,R,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31983,Erasmo Ramirez,tb,R,Safeco Field
31037,Erasmo Ramirez, Jean Segura,sea,H,R,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31983,Erasmo Ramirez,tb,R,Safeco Field
6242,Erasmo Ramirez,Nelson Cruz,sea,H,R,29,7,4,0,0,0,0,0,1,2,2,1,0,0,0,0,0.286,0,0.286,0.2,31983,Erasmo Ramirez,tb,R,Safeco Field
30819,Erasmo Ramirez,Kyle Seager,sea,H,L,14,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,0.312,31983,Erasmo Ramirez,tb,R,Safeco Field
6204,Erasmo Ramirez,Robinson Cano,sea,H,L,14,5,5,3,1,0,0,1,1,0,0,1,0,0,0,0.6,0.6,0.8,1.4,0.61,31983,Erasmo Ramirez,tb,R,Safeco Field
30461,Erasmo Ramirez,Jarrod Dyson,sea,H,L,18,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0.5,0.667,0.5,1.167,0.533,31983,Erasmo Ramirez,tb,R,Safeco Field
29439,Erasmo Ramirez,Danny Valencia,sea,H,R,10,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.3,31983,Erasmo Ramirez,tb,R,Safeco Field
30909,Jeff Hoffman,Ryan Schimpf,sd,H,L,7,2,2,1,0,0,1,1,3,0,0,1,0,0,0,0.5,0.5,2,2.5,1,33841,Jeff Hoffman,col,R,Petco Park
31337,Jeff Hoffman,Matt Szczur,sd,H,R,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33841,Jeff Hoffman,col,R,Petco Park
32956,Jeff Hoffman, Alex Dickerson,sd,H,L,10,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0.5,0.5,0.5,1,0.45,33841,Jeff Hoffman,col,R,Petco Park
32751,Jeff Hoffman, Travis Jankowski,sd,H,L,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.45,33841,Jeff Hoffman,col,R,Petco Park
31265,Jeff Hoffman,Wil Myers,sd,H,R,6,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.45,33841,Jeff Hoffman,col,R,Petco Park
30898,Jeff Hoffman,Yangervis Solarte,sd,H,S,12,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0.5,0.5,0.5,1,0.45,33841,Jeff Hoffman,col,R,Petco Park
31084,Jarred Cosart,Charlie Blackmon,col,A,L,31,5,4,2,0,0,0,0,0,1,0,1,0,0,0,0.5,0.6,0.5,1.1,0.5,31096,Jarred Cosart,sd,R,Petco Park
28658,Jarred Cosart,Carlos Gonzalez,col,A,L,18,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0.333,0.5,0.333,0.833,0.4,31096,Jarred Cosart,sd,R,Petco Park
31261,Jarred Cosart,Nolan Arenado,col,A,R,19,4,4,2,0,0,0,0,0,0,0,2,0,0,0,0.5,0.5,0.5,1,0.45,31096,Jarred Cosart,sd,R,Petco Park
29646,Jarred Cosart,Ian Desmond,col,A,R,54,14,11,3,1,0,1,2,2,3,0,3,0,0,0,0.273,0.429,0.636,1.065,0.446,31096,Jarred Cosart,sd,R,Petco Park
28899,Jarred Cosart,Ryan Hanigan,col,A,R,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.3,31096,Jarred Cosart,sd,R,Petco Park
28772,Jarred Cosart,Mark Reynolds,col,A,R,12,3,3,1,0,0,1,1,2,0,0,0,0,0,0,0.333,0.333,1.333,1.667,0.667,31096,Jarred Cosart,sd,R,Petco Park
29807,Jarred Cosart,Gerardo Parra,col,A,L,36,8,7,2,0,0,0,2,0,1,0,2,0,0,0,0.286,0.375,0.286,0.661,0.312,31096,Jarred Cosart,sd,R,Petco Park
31844,Jarred Cosart,Tony Wolters,col,A,L,14,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.3,31096,Jarred Cosart,sd,R,Petco Park
30765,Jarred Cosart,DJ LeMahieu,col,A,R,25,5,4,2,1,0,0,0,1,1,0,0,0,0,0,0.5,0.6,0.75,1.35,0.57,31096,Jarred Cosart,sd,R,Petco Park
32150,Jarred Cosart,Trevor Story,col,A,R,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0.35,31096,Jarred Cosart,sd,R,Petco Park
32698,Jarred Cosart, David Dahl,col,A,L,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.625,31096,Jarred Cosart,sd,R,Petco Park
29691,Michael Wacha,Jon Jay,chc,H,L,15,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.667,0.5,1.167,0.533,32640,Michael Wacha,stl,R,Wrigley Field
32686,Michael Wacha,Albert Almora Jr.,chc,H,R,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32640,Michael Wacha,stl,R,Wrigley Field
29551,Michael Wacha,Jason Heyward,chc,H,L,27,6,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,32640,Michael Wacha,stl,R,Wrigley Field
28536,Michael Wacha,Ben Zobrist,chc,H,S,41,10,9,2,1,0,0,3,0,1,0,0,0,0,0,0.222,0.3,0.333,0.633,0.285,32640,Michael Wacha,stl,R,Wrigley Field
33172,Michael Wacha,Kris Bryant,chc,H,R,64,18,16,6,1,2,1,5,5,2,0,5,0,0,0,0.375,0.444,0.875,1.319,0.536,32640,Michael Wacha,stl,R,Wrigley Field
32127,Michael Wacha,Javier Baez,chc,H,R,39,7,7,2,2,0,0,1,0,0,0,4,0,0,0,0.286,0.286,0.571,0.857,0.357,32640,Michael Wacha,stl,R,Wrigley Field
28586,Michael Wacha,Miguel Montero,chc,H,L,77,18,17,2,1,0,0,0,4,1,0,5,0,0,1,0.118,0.167,0.176,0.343,0.158,32640,Michael Wacha,stl,R,Wrigley Field
32532,Michael Wacha,Willson Contreras,chc,H,R,7,1,1,1,0,0,1,1,2,0,0,0,0,0,0,1,1,4,5,2,32640,Michael Wacha,stl,R,Wrigley Field
30782,Michael Wacha,Anthony Rizzo,chc,H,L,112,29,28,13,0,0,3,6,6,1,0,2,0,0,1,0.464,0.483,0.786,1.268,0.541,32640,Michael Wacha,stl,R,Wrigley Field
32656,Michael Wacha,Addison Russell,chc,H,R,33,9,8,1,1,0,0,2,0,1,0,3,0,0,0,0.125,0.222,0.25,0.472,0.217,32640,Michael Wacha,stl,R,Wrigley Field
31399,Kyle Hendricks, Randal Grichuk,stl,A,R,40,11,11,1,1,0,0,0,0,0,0,5,0,0,0,0.091,0.091,0.182,0.273,0.114,33173,Kyle Hendricks,chc,R,Wrigley Field
33390,Kyle Hendricks,Aledmys Diaz,stl,A,R,10,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.3,33173,Kyle Hendricks,chc,R,Wrigley Field
31015,Kyle Hendricks,Matt Carpenter,stl,A,L,85,21,19,6,0,0,1,3,3,2,0,6,0,0,0,0.316,0.381,0.474,0.855,0.376,33173,Kyle Hendricks,chc,R,Wrigley Field
32211,Kyle Hendricks,Greg Garcia,stl,A,L,12,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33173,Kyle Hendricks,chc,R,Wrigley Field
32842,Kyle Hendricks,Stephen Piscotty,stl,A,R,41,9,8,2,1,0,0,1,0,0,0,1,1,0,0,0.25,0.333,0.375,0.708,0.317,33173,Kyle Hendricks,chc,R,Wrigley Field
5986,Kyle Hendricks,Yadier Molina,stl,A,R,53,16,13,4,1,0,0,1,1,2,2,2,1,0,0,0.308,0.438,0.385,0.822,0.378,33173,Kyle Hendricks,chc,R,Wrigley Field
32061,Kyle Hendricks, Kolten Wong,stl,A,L,61,16,14,3,1,0,0,3,0,2,0,1,0,2,0,0.214,0.312,0.286,0.598,0.278,33173,Kyle Hendricks,chc,R,Wrigley Field
5527,Kyle Hendricks,Jhonny Peralta,stl,A,R,59,17,17,4,1,0,0,1,1,0,0,4,0,0,0,0.235,0.235,0.294,0.529,0.232,33173,Kyle Hendricks,chc,R,Wrigley Field
31402,Kyle Hendricks, Jedd Gyorko,stl,A,R,37,9,8,1,0,0,1,1,1,1,0,2,0,0,0,0.125,0.222,0.5,0.722,0.3,33173,Kyle Hendricks,chc,R,Wrigley Field
