Game_date=20170604,DFS_Salary_date=20170604,PA_minimum=1,player names are delimited by quotes
MLB_ID,ESPN_ID,Name(LF),Name(FL),Team,H/A,Bats,Active,FD_pos,DK_pos,DD_pos,YH_pos,FD_sal,DK_sal,DD_sal,YH_sal,NP,PA,AB,Hits,2B,3B,HR,Runs,RBI,BB,IBB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA,MLB_ID(p),ESPN_ID(p),Pitcher_name(LF),Pitcher_name(FL),P_Team,Throws,game_time,Stadium,FD_sal,DK_sal,DD_sal,YH_sal
516416,31037,"Segura, Jean"," Jean Segura",sea,H,R,,6,6,6,6,,,,,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
443558,6242,"Cruz, Nelson","Nelson Cruz",sea,H,R,1,7,7,7,7,,,,,29,7,4,0,0,0,0,0,1,2,2,1,0,0,0,.000,.286,.000,.286,.200,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
572122,30819,"Seager, Kyle","Kyle Seager",sea,H,L,1,5,5,5,5,,,,,14,4,4,1,1,0,0,0,0,0,0,0,0,0,0,.250,.250,.500,.750,.312,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
429664,6204,"Cano, Robinson","Robinson Cano",sea,H,L,1,4,4,4,4,,,,,14,5,5,3,1,0,0,1,1,0,0,1,0,0,0,.600,.600,.800,1.400,.610,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
502481,30461,"Dyson, Jarrod","Jarrod Dyson",sea,H,L,1,7,7,7,7,,,,,18,3,2,1,0,0,0,0,0,1,0,1,0,0,0,.500,.667,.500,1.167,.533,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
502143,29439,"Valencia, Danny","Danny Valencia",sea,H,R,1,5,57,57,5,,,,,10,3,3,1,0,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.300,541640,31983,"Ramirez, Erasmo","Erasmo Ramirez",tb,R,4:10 PM EDT,Safeco Field,,,,
572114,30909,"Schimpf, Ryan","Ryan Schimpf",sd,H,L,1,,,,,,,,,7,2,2,1,0,0,1,1,3,0,0,1,0,0,0,.500,.500,2.000,2.500,1.000,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
519333,31337,"Szczur, Matt","Matt Szczur",sd,H,R,1,7,7,7,7,,,,,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
543105,32956,"Dickerson, Alex"," Alex Dickerson",sd,H,L,,3,7,7,7,,,,,10,2,2,1,0,0,0,1,1,0,0,1,0,0,0,.500,.500,.500,1.000,.450,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
608671,32751,"Jankowski, Travis"," Travis Jankowski",sd,H,L,,7,7,7,7,,,,,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,.450,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
571976,31265,"Myers, Wil","Wil Myers",sd,H,R,1,7,37,37,7,,,,,6,2,2,1,0,0,0,1,0,0,0,0,0,0,0,.500,.500,.500,1.000,.450,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
500208,30898,"Solarte, Yangervis","Yangervis Solarte",sd,H,S,1,5,35,35,5,,,,,12,2,2,1,0,0,0,1,1,0,0,0,0,0,0,.500,.500,.500,1.000,.450,656546,33841,"Hoffman, Jeff","Jeff Hoffman",col,R,4:40 PM EDT,Petco Park,,,,
453568,31084,"Blackmon, Charlie","Charlie Blackmon",col,A,L,1,7,7,7,7,,,,,31,5,4,2,0,0,0,0,0,1,0,1,0,0,0,.500,.600,.500,1.100,.500,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
471865,28658,"Gonzalez, Carlos","Carlos Gonzalez",col,A,L,1,7,7,7,7,,,,,18,4,3,1,0,0,0,0,0,1,0,2,0,0,0,.333,.500,.333,.833,.400,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
571448,31261,"Arenado, Nolan","Nolan Arenado",col,A,R,1,5,5,5,5,,,,,19,4,4,2,0,0,0,0,0,0,0,2,0,0,0,.500,.500,.500,1.000,.450,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
435622,29646,"Desmond, Ian","Ian Desmond",col,A,R,1,6,6,6,6,,,,,54,14,11,3,1,0,1,2,2,3,0,3,0,0,0,.273,.429,.636,1.065,.446,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
452672,28899,"Hanigan, Ryan","Ryan Hanigan",col,A,R,1,2,2,2,2,,,,,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,.333,.333,.333,.667,.300,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
448602,28772,"Reynolds, Mark","Mark Reynolds",col,A,R,1,3,35,35,3,,,,,12,3,3,1,0,0,1,1,2,0,0,0,0,0,0,.333,.333,1.333,1.667,.667,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
467827,29807,"Parra, Gerardo","Gerardo Parra",col,A,L,1,7,7,7,7,,,,,36,8,7,2,0,0,0,2,0,1,0,2,0,0,0,.286,.375,.286,.661,.312,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
547172,31844,"Wolters, Tony","Tony Wolters",col,A,L,1,,,,,,,,,14,3,3,1,0,0,0,1,0,0,0,1,0,0,0,.333,.333,.333,.667,.300,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
518934,30765,"LeMahieu, D.J.","DJ LeMahieu",col,A,R,1,4,45,45,4,,,,,25,5,4,2,1,0,0,0,1,1,0,0,0,0,0,.500,.600,.750,1.350,.570,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
596115,32150,"Story, Trevor","Trevor Story",col,A,R,1,,,,,,,,,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,.000,.500,.000,.500,.350,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
621311,32698,"Dahl, David"," David Dahl",col,A,L,,,,,,,,,,3,2,2,1,1,0,0,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,.625,543054,31096,"Cosart, Jarred","Jarred Cosart",sd,R,4:40 PM EDT,Petco Park,,,,
445055,29691,"Jay, Jon","Jon Jay",chc,H,L,1,7,7,7,7,,,,,15,3,2,1,0,0,0,0,0,1,0,0,0,0,0,.500,.667,.500,1.167,.533,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
546991,32686,"Almora, Albert","Albert Almora Jr.",chc,H,R,1,,,,,,,,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
518792,29551,"Heyward, Jason","Jason Heyward",chc,H,L,1,7,7,7,7,,,,,27,6,6,0,0,0,0,0,0,0,0,1,0,1,0,.000,.000,.000,.000,.000,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
450314,28536,"Zobrist, Ben","Ben Zobrist",chc,H,S,1,7,47,47,4,,,,,41,10,9,2,1,0,0,3,0,1,0,0,0,0,0,.222,.300,.333,.633,.285,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
592178,33172,"Bryant, Kris","Kris Bryant",chc,H,R,1,5,5,5,5,,,,,64,18,16,6,1,2,1,5,5,2,0,5,0,0,0,.375,.444,.875,1.319,.536,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
595879,32127,"Baez, Javier","Javier Baez",chc,H,R,1,4,46,46,4,,,,,39,7,7,2,2,0,0,1,0,0,0,4,0,0,0,.286,.286,.571,.857,.357,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
471083,28586,"Montero, Miguel","Miguel Montero",chc,H,L,1,2,2,2,2,,,,,77,18,17,2,1,0,0,0,4,1,0,5,0,0,1,.118,.167,.176,.343,.158,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
575929,32532,"Contreras, Willson","Willson Contreras",chc,H,R,1,,,,,,,,,7,1,1,1,0,0,1,1,2,0,0,0,0,0,0,1.000,1.000,4.000,5.000,2.000,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
519203,30782,"Rizzo, Anthony","Anthony Rizzo",chc,H,L,1,3,3,3,3,,,,,112,29,28,13,0,0,3,6,6,1,0,2,0,0,1,.464,.483,.786,1.268,.541,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
608365,32656,"Russell, Addison","Addison Russell",chc,H,R,1,6,46,46,4,,,,,33,9,8,1,1,0,0,2,0,1,0,3,0,0,0,.125,.222,.250,.472,.217,608379,32640,"Wacha, Michael","Michael Wacha",stl,R,7:30 PM EDT,Wrigley Field,,,,
545341,31399,"Grichuk, Randal"," Randal Grichuk",stl,A,R,,7,7,7,7,,,,,40,11,11,1,1,0,0,0,0,0,0,5,0,0,0,.091,.091,.182,.273,.114,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
649557,33390,"Diaz, Aledmys","Aledmys Diaz",stl,A,R,1,,,,,,,,,10,3,3,1,0,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.300,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
572761,31015,"Carpenter, Matt","Matt Carpenter",stl,A,L,1,5,5,5,5,,,,,85,21,19,6,0,0,1,3,3,2,0,6,0,0,0,.316,.381,.474,.855,.376,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
594824,32211,"Garcia, Greg","Greg Garcia",stl,A,L,1,4,46,46,6,,,,,12,3,3,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
572039,32842,"Piscotty, Stephen","Stephen Piscotty",stl,A,R,1,7,7,7,7,,,,,41,9,8,2,1,0,0,1,0,0,0,1,1,0,0,.250,.333,.375,.708,.317,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
425877,5986,"Molina, Yadier","Yadier Molina",stl,A,R,1,2,2,2,2,,,,,53,16,13,4,1,0,0,1,1,2,2,2,1,0,0,.308,.438,.385,.822,.378,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
543939,32061,"Wong, Kolten"," Kolten Wong",stl,A,L,,4,4,4,4,,,,,61,16,14,3,1,0,0,3,0,2,0,1,0,2,0,.214,.312,.286,.598,.278,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
425509,5527,"Peralta, Jhonny","Jhonny Peralta",stl,A,R,1,6,6,6,6,,,,,59,17,17,4,1,0,0,1,1,0,0,4,0,0,0,.235,.235,.294,.529,.232,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
576397,31402,"Gyorko, Jedd"," Jedd Gyorko",stl,A,R,,4,45,45,4,,,,,37,9,8,1,0,0,1,1,1,1,0,2,0,0,0,.125,.222,.500,.722,.300,543294,33173,"Hendricks, Kyle","Kyle Hendricks",chc,R,7:30 PM EDT,Wrigley Field,,,,
